cell_number	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179
10.0	0.006308	1023000.0	8129.0	0.3178	33.71	0.006158	0.006158	0.006158	0.006158	696500000.0	2.697	1243.0	0.0001796	0.09549	580.9	8.672e-25	3.21e-27	88980000.0	50280000.0	41250000.0	20500000.0	79890000.0	43850000.0	27070000.0	10570000.0	76060000.0	16760000.0	8.706e-08	696600000.0	699.5	28030.0	0.0007135	1.065e-06	1.065e-06	1.065e-06	1.065e-06	2903.0	0.4076	0.007074	25.53	145.1	1.065e-06	1.065e-06	1.065e-06	1.685e-06	129600.0	4706.0	10210.0	2.907e-08	0.0008401	1.857e-31	6.89e-34	0.1026	0.03714	0.01759	0.03715	0.06352	0.0176	0.0342	0.03372	0.02981	118300.0	77.02	1.042e-52	1.237e-31	0.5526	3716.0	0.003207	0.001905	2.663	0.526	0.0005232	2.854e-05	1.065e-06	1.065e-06	0.1558	2554.0	7.199e-79	2.037e-28	3039000.0	934900.0	2483000.0	43830.0	934900.0	1475000.0	2.239e-12	7.002e-05	0.0001356	0.08505	1.065e-06	1.065e-06	4.579e-34	1.382	0.0003567	0.001364	0.02509	0.00355	0.02468	0.003085	1.313	0.00107	0.0002242	0.0005066	1.065e-06	4019.0	0.4836	0.0004423	1.065e-06	1.071e-08	0.01313	0.02432	6.108	15.45	0.1845	2.534e-07	9.06e-06	3.054e-09	2.455e-07	2.211e-21	32790000.0	6.205e-06	3.956e-26	3.262e-06	0.01886	5.18e-14	3.201e-11	4.915e-21	731.9	7.825e-05	0.9671	0.0	0.01886	3.592e-41	2.077e-37	6.033e-41	3.592e-41	1.081e-14	14010.0	0.2723	5.466e-07	1.792e-06	0.0003849	2903.0	0.0644	1.321e-108	1.887e-190	8.33e-11	2.086e-17	0.000344	3.5e-250	1.306e-62	8.103e-141	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.1829	-0.0	0.001321	-0.0	-0.0	-0.0	1.115	-0.0	-0.0	0.3412	-0.0	2532.0	-0.0	7.609e-09	-0.0	-0.0	0.01942
11.0	0.003278	153000.0	4110.0	0.3374	13.32	0.001516	0.001516	0.001516	0.001516	353100000.0	1.364	1703.0	9.33e-05	0.1345	1023.0	1.299e-25	1.637e-27	13660000.0	7721000.0	6330000.0	3147000.0	12270000.0	6733000.0	4157000.0	1623000.0	11680000.0	2571000.0	3.662e-08	352700000.0	1348.0	14170.0	0.001365	1.634e-07	1.633e-07	1.633e-07	1.634e-07	1468.0	0.4327	0.001741	10.09	57.3	1.634e-07	1.633e-07	1.633e-07	1.77e-06	242100.0	16580.0	13990.0	5.573e-08	0.004359	9.406e-32	1.189e-33	0.05333	0.01929	0.009132	0.0193	0.033	0.009142	0.01776	0.0175	0.01549	202700.0	499.5	1.52e-53	1.281e-31	0.5868	1879.0	0.0007892	0.0004687	1.052	0.5585	0.001001	5.461e-05	1.633e-07	1.633e-07	0.07879	3500.0	1.753e-79	1.012e-28	454600.0	139900.0	371500.0	6556.0	139900.0	220700.0	2.328e-12	2.844e-05	0.0002594	0.09056	1.634e-07	1.632e-07	1.615e-33	1.467	0.0006827	0.0003357	0.006174	0.0008736	0.006073	0.0007591	1.394	0.002048	0.0004291	0.0009694	1.634e-07	2033.0	0.5134	0.0008465	1.633e-07	1.207e-08	0.01394	0.04316	10.47	12.53	1.164	6.236e-08	4.581e-06	7.293e-08	6.035e-08	3.329e-22	21410000.0	1.906e-05	6.964e-26	5.001e-07	0.004642	2.619e-14	2.597e-11	9.466e-21	109.5	0.0001378	1.027	0.0	0.004642	5.412e-42	5.023e-38	6.563e-41	5.412e-42	4.77e-15	19210.0	0.1877	1.043e-07	3.418e-07	0.0001507	1468.0	0.02524	2.026e-109	4.565e-191	2.05e-11	5.135e-18	8.466e-05	8.466e-251	3.215e-63	6.575e-141	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.07163	-0.0	0.0005174	-0.0	-0.0	-0.0	3.024	-0.0	-0.0	0.3621	-0.0	3359.0	-0.0	2.98e-09	-0.0	-0.0	0.007605
12.0	0.00171	21910.0	2002.0	0.303	5.511	0.0003796	0.0003812	0.0003816	0.0003813	172400000.0	0.6649	1901.0	4.896e-05	0.1616	1828.0	1.862e-26	8.006e-28	2099000.0	1188000.0	977400.0	485700.0	1885000.0	1036000.0	641600.0	250800.0	1798000.0	397100.0	1.279e-08	172400000.0	2373.0	6872.0	0.0024	2.489e-08	2.491e-08	2.493e-08	2.5e-08	714.8	0.3886	0.0004403	4.174	23.71	2.5e-08	2.504e-08	2.51e-08	1.456e-06	398200.0	46840.0	15620.0	9.828e-08	0.01764	4.583e-32	1.975e-33	0.02783	0.01008	0.00479	0.01008	0.01726	0.004792	0.009315	0.009183	0.008127	336600.0	3007.0	2.021e-54	1.071e-31	0.5253	912.1	0.0001996	0.0001182	0.4353	0.5003	0.001763	9.643e-05	2.504e-08	2.507e-08	0.03841	3907.0	4.133e-80	4.594e-29	64900.0	20030.0	53200.0	938.9	20050.0	31610.0	1.948e-12	9.335e-06	0.000458	0.08109	2.5e-08	2.51e-08	4.596e-33	1.312	0.0012	8.462e-05	0.001561	0.0002204	0.001537	0.000192	1.247	0.003604	0.0007557	0.001711	2.503e-08	989.4	0.4615	0.001496	2.513e-08	9.748e-09	0.01251	0.1013	17.38	9.999	6.512	1.57e-08	2.206e-06	1.479e-06	1.528e-08	4.769e-23	12950000.0	5.536e-05	1.245e-25	7.635e-08	0.001163	1.272e-14	2.07e-11	1.678e-20	15.61	0.0002461	0.9181	0.0	0.001163	7.734e-43	1.178e-38	8.719e-41	7.72e-43	1.51e-15	21420.0	0.1315	1.513e-08	4.97e-08	5.897e-05	713.5	0.007053	2.982e-110	1.109e-191	5.174e-12	1.296e-18	2.137e-05	2.057e-251	8.115e-64	5.268e-141	4.053e-184	1.349e-184	-0.0	1.771e-183	6.8e-184	6.309e-184	1.064e-183	-0.0	2.788e-188	6.192e-186	1.429e-187	0.02796	-0.0	0.0002031	-0.0	-0.0	1.078e-191	6.926	6.688e-189	6.87e-189	0.3254	-0.0	4491.0	-0.0	1.168e-09	-0.0	8.52e-186	0.002976
13.0	0.0007747	7663.0	1811.0	0.1882	2.285	0.0001069	0.0001058	0.0001056	0.0001058	142300000.0	0.5994	2457.0	2.177e-05	0.103	1925.0	5.936e-27	6.903e-28	366700.0	206700.0	168400.0	83660.0	329300.0	180200.0	110500.0	43030.0	312200.0	68410.0	3.144e-09	142000000.0	2463.0	6309.0	0.002778	4.846e-09	4.833e-09	4.825e-09	4.8e-09	647.1	0.2415	0.0001244	1.731	9.832	4.798e-09	4.778e-09	4.752e-09	1.67e-06	842700.0	139000.0	20180.0	1.117e-07	0.02874	3.786e-32	4.406e-33	0.0126	0.004548	0.00214	0.004548	0.007768	0.002139	0.004159	0.004099	0.003615	718800.0	8092.0	1.308e-54	1.231e-31	0.3298	834.1	5.643e-05	3.371e-05	0.1805	0.3134	0.002028	0.00011	4.779e-09	4.766e-09	0.03463	5050.0	2.359e-80	8.053e-29	22930.0	7003.0	18610.0	328.4	6986.0	11050.0	2.293e-12	4.705e-06	0.0005226	0.05037	4.8e-09	4.753e-09	1.429e-32	0.8268	0.001389	2.417e-05	0.0004413	6.282e-05	0.0004331	5.427e-05	0.7833	0.004155	0.0008692	0.001953	4.787e-09	895.6	0.2858	0.001701	4.74e-09	3.763e-09	0.007778	0.1517	37.11	13.71	35.53	4.503e-09	2.071e-06	1.017e-05	4.322e-09	1.738e-23	24380000.0	9.437e-05	1.311e-25	1.478e-08	0.0003273	1.161e-14	2.748e-11	1.796e-20	5.538	0.0002596	0.5787	0.0	0.0003273	2.853e-43	6.317e-39	1.688e-40	2.865e-43	2.536e-16	27700.0	0.0603	3.341e-09	1.092e-08	2.579e-05	649.1	0.004985	1.145e-110	5.623e-192	1.471e-12	3.684e-19	6.074e-06	1.043e-251	2.307e-64	7.131e-141	5.814e-76	1.935e-76	3.054e-289	2.541e-75	9.753e-76	9.049e-76	1.526e-75	-0.0	8.117e-80	1.803e-77	1.077e-78	0.01234	2.202e-132	8.8e-05	-0.0	-0.0	1.024e-82	9.894	3.461e-80	3.555e-80	0.2022	-0.0	4609.0	-0.0	5.082e-10	8.06e-250	2.404e-77	0.001301
14.0	0.0002954	2856.0	1355.0	0.1527	1.097	3.376e-05	3.375e-05	3.376e-05	3.376e-05	89830000.0	0.4497	3128.0	8.408e-06	0.06751	1256.0	1.856e-27	4.375e-28	69260.0	39140.0	32120.0	15960.0	62200.0	34130.0	21080.0	8231.0	59220.0	13050.0	1.024e-09	89170000.0	1772.0	4675.0	0.002353	1.08e-09	1.08e-09	1.08e-09	1.08e-09	484.0	0.1959	4.256e-05	0.8306	4.718	1.08e-09	1.08e-09	1.08e-09	2.233e-06	1183000.0	370800.0	25700.0	9.587e-08	0.04184	2.39e-32	5.634e-33	0.004805	0.001739	0.0008238	0.001739	0.002974	0.0008236	0.001602	0.001579	0.001396	911000.0	11730.0	7.996e-55	1.636e-31	0.2656	619.7	1.93e-05	1.146e-05	0.08662	0.2528	0.001725	9.412e-05	1.08e-09	1.08e-09	0.02598	6429.0	1.347e-80	9.977e-29	8487.0	2611.0	6936.0	122.4	2611.0	4121.0	3.065e-12	2.991e-06	0.000447	0.04083	1.08e-09	1.08e-09	3.851e-32	0.6641	0.001177	8.206e-06	0.0001509	2.136e-05	0.0001485	1.856e-05	0.6309	0.003529	0.0007395	0.00167	1.08e-09	669.9	0.2324	0.001459	1.08e-09	2.477e-09	0.006308	0.2739	47.03	15.28	100.0	1.525e-09	1.511e-06	3.275e-05	1.478e-09	6.535e-24	28630000.0	0.0001214	8.553e-26	3.308e-09	0.0001034	8.636e-15	2.885e-11	1.297e-20	2.044	0.0001692	0.4649	0.0	0.0001034	1.067e-43	3.336e-39	3.354e-40	1.067e-43	7.957e-17	35260.0	0.01874	7.894e-10	2.588e-09	1.226e-05	484.1	0.002577	4.313e-111	3.143e-192	5.013e-13	1.255e-19	2.07e-06	5.831e-252	7.862e-65	8.018e-141	2.294e-32	7.635e-33	1.858e-112	1.002e-31	3.848e-32	3.57e-32	6.019e-32	1.456e-197	6.259e-36	1.39e-33	1.666e-34	0.005825	1.735e-59	4.208e-05	-0.0	-0.0	1.812e-38	16.83	5.806e-36	5.964e-36	0.164	3.285e-209	3723.0	-0.0	2.423e-10	7.176e-104	1.85e-33	0.0006184
15.0	0.0001215	1182.0	1024.0	0.1352	0.6352	1.276e-05	1.276e-05	1.277e-05	1.277e-05	51350000.0	0.3397	3831.0	3.459e-06	0.04503	713.6	5.715e-28	2.467e-28	15340.0	8672.0	7119.0	3536.0	13780.0	7561.0	4670.0	1824.0	13120.0	2892.0	3.653e-10	50080000.0	1144.0	3530.0	0.002051	3.217e-10	3.217e-10	3.217e-10	3.217e-10	365.6	0.1733	1.942e-05	0.4811	2.733	3.217e-10	3.217e-10	3.218e-10	2.719e-06	1434000.0	825500.0	31470.0	8.346e-08	0.05912	1.366e-32	5.899e-33	0.001977	0.0007153	0.000339	0.0007154	0.001224	0.0003388	0.0006592	0.0006498	0.0005742	950200.0	14110.0	4.599e-55	2.011e-31	0.235	468.0	8.807e-06	5.23e-06	0.05017	0.2237	0.001504	8.203e-05	3.217e-10	3.218e-10	0.01963	7874.0	8.602e-81	1.051e-28	3513.0	1081.0	2871.0	50.67	1081.0	1706.0	3.777e-12	2.009e-06	0.0003896	0.0361	3.217e-10	3.219e-10	8.672e-32	0.5876	0.001026	3.744e-06	6.887e-05	9.745e-06	6.775e-05	8.468e-06	0.5582	0.003076	0.0006445	0.001456	3.218e-10	505.9	0.2057	0.001272	3.218e-10	1.94e-09	0.005582	0.5181	49.06	17.68	221.1	6.956e-10	1.141e-06	8.35e-05	6.746e-10	2.715e-24	29920000.0	0.0001621	4.859e-26	9.853e-10	3.909e-05	6.522e-15	2.765e-11	8.429e-21	0.8461	9.611e-05	0.4113	0.0	3.909e-05	4.434e-44	1.759e-39	5.776e-40	4.434e-44	3.402e-17	43170.0	0.005813	3.436e-10	1.126e-09	6.689e-06	365.6	0.001856	1.865e-111	2.063e-192	2.287e-13	5.728e-20	9.445e-07	3.827e-252	3.587e-65	9.277e-141	4.233e-14	1.106e-14	1.305e-40	8.639e-14	3.317e-14	3.077e-14	5.188e-14	1.934e-90	1.008e-17	2.239e-15	4.895e-16	0.003179	6.81e-29	2.297e-05	-0.0	-0.0	6.144e-20	28.54	1.999e-17	2.053e-17	0.1452	5.091e-102	2806.0	-0.0	1.323e-10	3.918e-44	3.085e-15	0.0003375
16.0	6.092e-05	555.5	839.8	0.1363	0.4709	5.81e-06	5.81e-06	5.811e-06	5.811e-06	29450000.0	0.2782	4939.0	1.731e-06	0.03548	436.7	1.722e-28	1.3e-28	4043.0	2285.0	1875.0	932.0	3631.0	1992.0	1231.0	480.6	3457.0	762.0	1.498e-10	26350000.0	1088.0	2896.0	0.003055	1.321e-10	1.321e-10	1.321e-10	1.321e-10	299.9	0.1748	1.299e-05	0.3566	2.026	1.321e-10	1.322e-10	1.322e-10	3.096e-06	2443000.0	1667000.0	40550.0	1.239e-07	0.1384	7.834e-33	5.915e-33	0.0009909	0.0003586	0.0001699	0.0003587	0.0006135	0.0001698	0.0003305	0.0003257	0.0002879	951400.0	25670.0	2.471e-55	2.318e-31	0.2369	383.9	5.892e-06	3.499e-06	0.03719	0.2255	0.00224	0.0001222	1.322e-10	1.322e-10	0.01607	10150.0	6.601e-81	9.879e-29	1650.0	507.9	1349.0	23.81	508.0	801.5	4.359e-12	1.484e-06	0.0005805	0.03643	1.321e-10	1.322e-10	1.748e-31	0.5923	0.001528	2.505e-06	4.608e-05	6.519e-06	4.533e-05	5.665e-06	0.5627	0.004583	0.0009602	0.002169	1.322e-10	414.9	0.2074	0.001895	1.321e-10	1.968e-09	0.005626	1.114	49.12	23.62	657.9	4.652e-10	9.358e-07	0.0004513	4.51e-10	1.277e-24	31420000.0	0.0003934	2.974e-26	4.047e-10	1.779e-05	5.349e-15	2.513e-11	8.065e-21	0.3975	5.886e-05	0.4146	0.0	1.779e-05	2.086e-44	9.174e-40	8.737e-40	2.086e-44	2.212e-17	55540.0	0.002281	4.508e-10	1.478e-09	4.287e-06	300.0	0.002987	9.498e-112	1.705e-192	1.53e-13	3.832e-20	6.319e-07	3.163e-252	2.4e-65	1.239e-140	0.4508	0.1207	4.923e-11	3.112e-06	1.195e-06	1.108e-06	1.869e-06	1.729e-36	6.475e-10	1.438e-07	5.49e-08	0.002038	2.749e-15	1.471e-05	7.258e-279	7.258e-279	1.251e-11	81.03	2.754e-09	2.828e-09	0.1462	6.254e-48	2196.0	-0.0	8.478e-11	3.796e-19	2.14e-07	0.0002164
17.0	8.616e-05	291.4	753.4	0.1583	0.4325	3.082e-06	3.082e-06	3.083e-06	3.082e-06	39470000.0	0.2502	6909.0	2.455e-06	0.07825	1578.0	4.995e-29	6.468e-29	1233.0	696.7	571.3	283.8	1107.0	607.4	374.7	146.5	1054.0	232.1	7.673e-11	13020000.0	6224.0	2598.0	0.03048	7.315e-11	7.315e-11	7.315e-11	7.314e-11	269.1	0.2031	1.245e-05	0.3276	1.86	7.316e-11	7.316e-11	7.311e-11	3.762e-06	23110000.0	3214000.0	56840.0	1.255e-06	2.153	1.054e-32	1.365e-32	0.001402	0.0005072	0.0002401	0.0005072	0.0008677	0.0002402	0.000467	0.0004602	0.0004072	2181000.0	654200.0	1.236e-55	2.556e-31	0.2754	344.4	5.644e-06	3.353e-06	0.03416	0.2621	0.02235	0.001219	7.316e-11	7.316e-11	0.01445	14200.0	6.075e-81	8.457e-29	865.8	266.3	707.5	12.49	266.4	420.4	4.817e-12	1.215e-06	0.005791	0.04244	7.316e-11	7.311e-11	3.315e-31	0.6885	0.01525	2.401e-06	4.414e-05	6.248e-06	4.344e-05	5.429e-06	0.654	0.04572	0.009579	0.02164	7.317e-11	372.5	0.241	0.0189	7.315e-11	2.649e-09	0.006539	2.712	112.6	36.7	10630.0	4.46e-10	8.398e-07	0.08113	4.319e-10	6.74e-25	33990000.0	0.006795	1.074e-25	2.24e-10	9.44e-06	4.801e-15	2.162e-11	4.451e-20	0.2085	0.0002131	0.4819	0.0	9.439e-06	1.102e-44	4.643e-40	1.173e-39	1.102e-44	2.215e-17	78170.0	0.006137	2.122e-09	6.957e-09	3.19e-06	269.1	0.01316	5.727e-112	1.768e-192	1.467e-13	3.674e-20	6.056e-07	3.288e-252	2.306e-65	1.938e-140	162600.0	42750.0	258.4	0.005414	0.002077	0.001926	0.00325	1.025e-07	1.94e-06	0.0004305	0.0002811	0.001516	1.768e-09	1.1e-05	5.48e-227	5.48e-227	7.124e-07	1738.0	1.822e-05	1.872e-05	0.1698	6.104e-19	4177.0	-0.0	6.314e-11	1.192e-07	0.000724	0.0001611
18.0	0.005015	71.73	313.6	0.1045	0.1877	6.797e-07	6.794e-07	6.794e-07	6.794e-07	11720000000.0	16.03	1981.0	0.007823	1.372	29300000.0	5.349e-14	1.164e-13	159.6	90.22	73.83	35.44	177.4	78.66	46.79	18.88	136.5	29.69	1.856e-06	3694000000.0	41580000.0	1094.0	0.2992	1.812e-11	1.813e-11	1.813e-11	1.83e-11	112.0	0.1341	6.064e-06	0.1421	0.8072	1.812e-11	1.812e-11	1.801e-11	53.89	5096000000.0	1124000000.0	12360.0	0.007004	7.033	1.026e-15	2.235e-15	0.06593	0.02386	0.01127	0.02387	0.04082	0.01141	0.0217	0.02138	0.01907	2194000000.0	1097000000.0	4.983e-31	7.567e-16	0.1819	143.4	2.75e-06	1.621e-06	0.01482	0.1856	0.2051	0.01195	1.812e-11	1.812e-11	4.264	3873.0	1.677e-50	6.545e-13	213.2	65.53	175.9	3.074	65.51	103.4	0.0009618	0.0001943	0.05682	0.05331	1.812e-11	1.807e-11	1.626e-15	0.4547	0.1952	1.206e-06	2.151e-05	3.021e-06	2.115e-05	2.645e-06	0.4321	0.4488	0.08792	0.2123	1.812e-11	182.9	0.1591	0.1852	1.814e-11	1.161e-10	0.004361	2.861	1032.0	39.73	117300.0	1.955e-10	7.716e-07	50.46	1.956e-10	4.6e-11	8243000.0	0.1312	1.187e-21	5.551e-11	2.082e-06	2.097e-09	1.188e-05	8.289e-09	0.05134	0.7792	0.3184	0.0	2.081e-06	1.487e-29	5.574e-25	3.79e-24	1.486e-29	1.025e-18	18110.0	21.6	4.985e-09	1.443e-08	1.766e-06	112.0	0.02919	4.019e-74	1.964e-123	7.503e-11	2.289e-15	4.244e-07	1.751e-166	7.746e-49	6.089e-93	40250000.0	6207000.0	6719000.0	0.04871	0.01867	0.01732	0.02922	6906.0	2.687e-05	0.005955	0.006576	0.0008402	5.625e-07	0.0003084	2.429e-207	2.429e-207	0.0003928	327800.0	0.0006748	0.0006931	0.03561	1.935e-08	468800.0	-0.0	2.959e-10	0.01621	0.01202	8.945e-05
19.0	0.04855	8.214	59.02	0.064	0.03697	6.267e-08	6.266e-08	6.265e-08	6.266e-08	1111000000000.0	1051.0	112000.0	8.582	1304.0	47720000000.0	483.1	1740.0	7.143	4.001	3.233	1.626	12.06	3.487	3.587	0.8428	6.16	1.331	1.103	1136000000000.0	33690000000.0	210.1	0.9145	1.889e-12	1.872e-12	1.905e-12	1.846e-12	21.08	0.04914	2.236e-06	0.028	0.159	1.889e-12	1.905e-12	1.842e-12	28270000.0	1211000000000.0	164300000000.0	479000.0	55.21	2631.0	293.3	1056.0	0.4201	0.1506	0.07027	0.1506	0.2623	0.07036	0.1385	0.2281	0.1211	1197000000000.0	164200000000.0	0.0001152	23.03	0.06665	26.99	1.014e-06	3.578e-07	0.00292	0.07459	0.5572	0.06109	1.905e-12	1.905e-12	1456.0	288300.0	1.088e-17	33920.0	24.41	12.55	19.68	0.352	7.522	11.85	511400.0	11.26	0.1737	0.03713	1.889e-12	1.843e-12	83.3	0.1682	0.8908	2.824e-07	7.931e-06	6.667e-07	4.678e-06	5.838e-07	0.1583	1.372	0.2388	0.6492	1.889e-12	45.11	0.0583	0.5678	1.843e-12	4.513e-07	0.001561	1.252	146.9	27.8	315900.0	3.515e-11	6.225e-07	11360.0	3.729e-11	24500.0	439200.0	0.8571	7.026e-19	5.835e-12	1.92e-07	0.001342	9.709	4551.0	0.005935	106.6	0.1166	0.0	1.919e-07	2.498e-13	8.219e-09	1.451e-07	2.478e-13	3.138e-15	403.7	2446.0	3.26e-09	7.352e-09	7.028e-07	21.08	0.01992	1.903e-33	6.793e-49	2.899e-08	1.786e-10	1.371e-07	1.116e-73	4.612e-31	1.19e-41	186400000.0	25570000.0	36060000.0	0.02911	0.01115	0.01034	0.01746	4426000.0	2.706e-05	0.005994	0.01088	0.0003389	5.587e-06	0.04099	1.525e-201	1.525e-201	0.01056	3539000.0	0.00217	0.002229	2.244	0.002687	28970000.0	-0.0	5.432e-09	0.4721	0.01562	3.744e-05
20.0	0.0289	1.76	22.78	1.186	0.01475	1.383e-08	1.384e-08	1.384e-08	1.384e-08	1295000000000.0	861.8	4232000.0	7.813	47270.0	88200000000.0	2391000.0	15510000.0	1.268	0.2176	0.1771	0.1244	0.8438	0.1896	18.38	0.1183	1.217	0.1016	222.6	1346000000000.0	60320000000.0	82.0	0.7866	1.655e-12	5.022e-13	1.857e-12	4.983e-13	8.137	0.0136	0.0001018	0.01118	0.06344	1.655e-12	1.857e-12	4.986e-13	397000000.0	5048000000000.0	214400000000.0	16350000.0	443.2	157900.0	7954000.0	51600000.0	0.6344	0.06971	0.03276	0.06968	0.4409	0.03275	0.08997	9.925	0.1446	5013000000000.0	213200000000.0	1681.0	279100.0	0.01316	10.41	4.62e-05	6.24e-07	0.001165	0.05468	1.607	4.935	1.857e-12	1.857e-12	1935.0	14600000.0	2.84e-08	889000000.0	5.229	252.3	4.24	0.07542	4.159	3.558	33230000.0	2080.0	0.1495	0.008907	1.655e-12	4.985e-13	1836000.0	0.1084	2.997	1.419e-07	0.0003612	1.163e-06	5.856e-06	3.968e-07	0.03125	1.18	0.6885	0.7828	1.655e-12	20.94	0.01151	1.261	4.985e-13	0.001019	0.00031	1.024	6.864	26.84	251300.0	4.904e-11	1.749e-06	54090.0	1.682e-11	203900000.0	82260.0	1.332	7.212e-19	5.689e-12	4.238e-08	0.1533	280.5	2574000.0	0.00415	40.21	0.02302	0.0	4.237e-08	2.345e-08	0.0001747	0.00698	2.09e-08	5.103e-12	35.09	894.3	3.001e-09	5.841e-09	4.13e-07	8.137	0.01645	2.405e-21	3.386e-27	1.196e-07	3.719e-09	7.374e-08	1.624e-46	7.242e-26	1.311e-26	61020000.0	8285000.0	11950000.0	0.00497	0.001904	0.001766	0.002981	34800000.0	1.415e-05	0.003133	0.01024	0.0002038	9.002e-06	0.07625	3.202e-198	3.202e-198	0.02216	2805000.0	0.001045	0.001073	110.5	2.755	63140000.0	-0.0	6.25e-08	1.385	0.01244	2.384e-05
21.0	0.01557	0.6889	19.83	1.275	0.007604	5.143e-09	5.143e-09	5.144e-09	5.144e-09	404200000000.0	250.5	2560000.0	1.349	16530.0	34960000000.0	993800.0	14290000.0	1.14	0.04073	0.03579	0.1267	0.1651	0.03552	6.64	0.0901	0.4428	0.1036	47.26	413400000000.0	23660000000.0	71.48	0.9197	6.158e-12	3.892e-13	2.797e-12	4.167e-13	7.08	0.04121	0.0002113	0.005758	0.03271	6.159e-12	2.797e-12	4.168e-13	199100000.0	3941000000000.0	161500000000.0	9769000.0	227.2	122000.0	8610000.0	123800000.0	1.571	0.03594	0.01823	0.03595	0.4418	0.01823	0.2525	9.877	0.3035	3927000000000.0	162100000000.0	3345.0	330400.0	0.007325	9.062	9.579e-05	1.301e-06	0.0006006	0.05934	3.6	11.13	2.797e-12	2.797e-12	599.6	9362000.0	2.741e-07	1592000000.0	2.047	190.6	1.791	0.02952	6.624	7.581	19830000.0	746.0	0.1748	0.005084	6.159e-12	4.167e-13	4734000.0	0.2897	17.31	1.535e-07	0.0007492	2.425e-06	2.561e-05	2.322e-06	0.0174	1.38	1.543	4.981	6.159e-12	20.29	0.00641	5.997	4.168e-13	0.00038	0.0001863	1.525	2.622	34.25	305400.0	2.477e-10	8.372e-06	104900.0	1.923e-11	304800000.0	65660.0	2.161	2.587e-19	8.565e-12	1.575e-08	0.4574	209.5	2073000.0	0.0078	12.07	0.01282	0.0	1.575e-08	7.955e-08	0.0001463	0.01718	1.751e-07	1.757e-12	16.15	264.0	4.804e-09	9.115e-09	3.716e-07	7.08	0.02175	3.02e-19	2.226e-24	1.679e-07	6.455e-09	8.026e-08	5.412e-43	3.995e-25	1.368e-24	18250000.0	2483000.0	3565000.0	0.001297	0.0004966	0.0004605	0.0007776	58690000.0	7.385e-06	0.001635	0.01189	0.0001858	1.126e-05	0.02679	1.321e-195	1.321e-195	0.03454	2278000.0	0.0007753	0.0007964	72.72	6.521	52610000.0	-0.0	1.129e-06	2.211	0.013	2.238e-05
22.0	0.00665	0.2494	19.74	0.2291	0.001073	6.512e-10	6.512e-10	6.512e-10	6.512e-10	65790000000.0	24.03	508700.0	0.05535	1402.0	6681000000.0	63180.0	2502000.0	0.571	0.006318	0.01872	0.01923	0.02566	0.005506	0.374	0.006743	0.01336	0.01572	1.506	67880000000.0	4570000000.0	71.2	1.074	1.903e-11	3.725e-13	5.208e-13	1.345e-12	7.051	0.01995	8.192e-05	0.0008131	0.004617	1.904e-11	5.208e-13	1.345e-12	38610000.0	1770000000000.0	83960000000.0	1940000.0	26.03	28360.0	1499000.0	59360000.0	2.162	0.01532	0.0262	0.01531	0.03663	0.0262	0.1053	1.529	0.0624	1768000000000.0	84170000000.0	519.5	66340.0	0.003622	9.025	3.715e-05	2.701e-07	8.477e-05	0.00571	0.8178	4.728	5.208e-13	5.208e-13	57.64	1865000.0	1.297e-07	648000000.0	0.741	25.08	2.187	0.01069	1.158	2.687	3865000.0	54.72	0.2041	0.002517	1.904e-11	1.346e-12	2633000.0	0.4627	65.44	1.638e-07	0.0002905	5.033e-07	1.319e-05	2.425e-06	0.008602	1.612	0.3504	5.698	1.904e-11	68.3	0.003169	3.382	1.346e-12	1.448e-05	0.0003107	1.825	1.125	38.15	369600.0	8.524e-10	2.714e-05	150400.0	6.916e-11	118800000.0	66330.0	2.814	4.916e-20	1.596e-12	1.995e-09	0.09082	28.3	415700.0	0.00912	2.259	0.006339	0.0	1.994e-09	6.085e-09	7.608e-06	0.007586	2.224e-07	6.565e-14	7.952	48.76	6.821e-09	1.292e-08	3.639e-07	7.051	0.02887	1.121e-18	3.319e-24	1.818e-07	7.067e-09	8.568e-08	8.809e-43	4.656e-25	1.931e-24	3411000.0	465300.0	663900.0	0.0002445	9.36e-05	8.681e-05	0.0001466	39170000.0	3.244e-06	0.0007181	0.01436	0.0001835	1.311e-05	0.002719	4.963e-194	4.963e-194	0.04895	1319000.0	0.0004649	0.0004775	15.28	2.298	27780000.0	-0.0	1.935e-06	2.642	0.01494	2.249e-05
