cell_number	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179
117.0	1.262e-06	4.072e-05	0.003165	2.903e-12	5.509e-05	1.615e-11	2.029e-14	5.697e-17	5.697e-17	0.1025	2.016e-05	8.287e-05	2.097e-13	1.09e-12	1.763e-05	2.644e-11	3.659e-07	0.02117	1.227e-09	1.059e-06	1.003e-08	1.516e-08	1.07e-09	7.024e-12	2.995e-15	1.175e-11	8.198e-09	1.397e-18	0.08018	9.369e-06	3226.0	0.07745	13.57	1.391e-06	8.807e-09	0.001463	0.4026	7.02e-09	0.06118	4.173e-05	0.000237	4.784e-05	3.106e-14	5.158e-09	6.006e-08	805.9	0.09445	0.0003236	2.129e-08	8.039e-09	2.238e-07	0.003097	25.74	9.551e-07	0.0004757	9.551e-07	1.035e-08	0.0004757	1.763e-05	9.22e-09	8.901e-12	777.5	0.1057	9.264e-09	2.099e-11	4.749e-10	124.6	0.02774	0.009481	4.352e-06	3.372e-12	8.314e-05	1e-05	1.106e-11	3.106e-14	4.31e-05	0.0002744	1.541e-10	21.88	0.02925	9.57e-05	25.14	1.745e-06	1.045e-07	0.2847	4.264e-09	1.515e-11	1.849e-05	1.303e-12	0.01704	1.837e-06	2.905e-07	0.01158	259300.0	1.251	0.217	0.01767	0.0002331	50.29	1.128e-09	0.03528	3.563e-05	0.3347	4.784e-05	259300.0	4.826e-15	1.694e-07	5.158e-09	2.313e-21	1.186e-08	0.347	1.953e-09	3241.0	0.1133	1308.0	55.78	5.364e-05	0.1595	4.359	0.1577	0.4197	1.559e-34	2.697e-08	4.947e-11	0.00199	8.863e-07	2.176e-10	68.72	9.907e-15	2.737e-09	0.0	4.947e-11	6.517e-14	1.195e-16	4.276e-13	0.0001004	1.188e-31	2.195e-13	2.161e-15	106.9	212.1	0.0007988	208.7	778.3	1.526e-15	7.006e-28	1.819	0.04757	1.387	8.829e-48	3.574e-19	4.144e-26	0.0006479	8.858e-05	0.0001258	1.348e-06	1.828e-07	1.304e-07	4.933e-07	1954.0	0.714	1.751	10870.0	0.6213	0.01461	1.915e-07	5.852e-11	5.852e-11	42.89	0.0001806	9.54e-07	1.538e-06	2.02e-07	3.757e-08	1.724	1.895e-25	0.006852	6.652e-05	2476.0	0.05005
118.0	1.224e-06	3.683e-05	0.002381	1.585e-12	4.879e-05	1.488e-11	1.5e-14	4.15e-17	4.15e-17	0.1069	1.579e-05	6.357e-05	1.619e-13	8.06e-13	1.485e-05	8.251e-11	9.636e-07	0.01995	1.332e-09	8.377e-07	7.97e-09	1.53e-08	1.162e-09	5.632e-12	2.314e-15	1.26e-11	6.516e-09	1.618e-18	0.08589	8.11e-06	3073.0	0.06196	15.25	1.802e-06	1.126e-08	0.001381	0.3073	3.799e-09	0.05624	3.695e-05	0.0002099	4.252e-05	3.14e-14	3.85e-09	6.133e-08	772.9	0.05968	0.0002457	1.71e-08	4.987e-09	6.416e-07	0.007494	23.31	9.969e-07	0.0003619	9.969e-07	1.066e-08	0.0003619	1.347e-05	7.105e-09	6.609e-12	747.2	0.06698	6.535e-08	4.259e-11	3.511e-10	131.8	0.0255	0.01163	3.853e-06	2.466e-12	7.222e-05	6.569e-06	1.135e-11	3.14e-14	3.549e-05	0.0002194	1.71e-09	63.27	0.03667	8.857e-05	22.97	1.579e-06	9.32e-08	0.2613	5.056e-09	1.722e-11	1.186e-05	7.091e-13	0.01537	1.391e-06	4.973e-07	0.007428	204500.0	1.565	0.1994	0.02168	0.0002064	45.83	8.338e-10	0.03138	3.095e-05	0.2179	4.253e-05	204600.0	2.538e-15	1.071e-07	3.85e-09	1.741e-21	6.39e-09	0.2257	1.068e-09	3090.0	0.06988	1390.0	56.7	3.156e-05	0.1433	11.49	0.09893	0.3227	1.218e-34	3.448e-08	4.558e-11	0.003263	1.059e-06	3.388e-10	74.75	6.796e-15	1.82e-09	0.0	4.558e-11	2.695e-13	3.562e-16	9.482e-13	0.000365	7.918e-32	8.901e-14	1.373e-15	117.2	228.2	0.0009856	223.3	736.2	2.398e-14	1.128e-25	2.846	0.08817	1.764	5.24e-45	1.676e-18	1.382e-24	0.0005959	8.149e-05	0.0001157	1.539e-06	1.981e-07	1.379e-07	5.537e-07	2009.0	0.9986	2.266	11990.0	0.6816	0.01782	1.661e-07	1.581e-10	1.581e-10	38.89	0.0001095	7.005e-07	1.156e-06	1.753e-07	3.26e-08	1.524	1.514e-23	0.00612	4.294e-05	2677.0	0.06176
119.0	1.203e-06	3.388e-05	0.001812	9.299e-13	4.344e-05	1.377e-11	1.13e-14	3.063e-17	3.063e-17	0.1131	1.247e-05	4.926e-05	1.278e-13	6.106e-13	1.291e-05	2.375e-10	2.343e-06	0.01928	1.483e-09	6.897e-07	6.619e-09	1.58e-08	1.293e-09	4.746e-12	1.848e-15	1.387e-11	5.412e-09	1.868e-18	0.09286	7.208e-06	2936.0	0.05042	17.07	2.324e-06	1.436e-08	0.001317	0.2387	2.197e-09	0.05284	3.29e-05	0.0001869	3.799e-05	3.196e-14	2.93e-09	6.317e-08	750.7	0.0392	0.0001887	1.395e-08	3.178e-09	1.688e-06	0.01665	21.45	1.057e-06	0.0002836	1.057e-06	1.117e-08	0.0002836	1.065e-05	5.699e-09	5.024e-12	727.0	0.04405	3.896e-07	8.172e-11	2.722e-10	139.9	0.02396	0.01427	3.431e-06	1.895e-12	6.403e-05	4.5e-06	1.179e-11	3.196e-14	2.932e-05	0.0001771	1.532e-08	164.9	0.04609	8.424e-05	21.34	1.452e-06	8.401e-08	0.2449	5.961e-09	1.934e-11	7.861e-06	4.098e-13	0.01401	1.08e-06	8.059e-07	0.005	164200.0	1.952	0.1874	0.02659	0.0001838	42.44	6.465e-10	0.02841	2.744e-05	0.1471	3.799e-05	164200.0	1.411e-15	6.956e-08	2.93e-09	1.326e-21	3.663e-09	0.1524	6.043e-10	2954.0	0.04428	1475.0	57.64	1.929e-05	0.1302	27.65	0.06325	0.2528	9.84e-35	4.399e-08	4.216e-11	0.005158	1.227e-06	5.124e-10	81.56	4.843e-15	1.268e-09	0.0	4.216e-11	1.002e-12	9.601e-16	1.963e-12	0.001191	5.363e-32	3.856e-14	9.09e-16	127.8	244.3	0.001202	237.5	696.7	2.89e-13	1.121e-23	4.306	0.1557	2.215	1.704e-42	6.89e-18	3.308e-23	0.0005628	7.697e-05	0.0001093	1.781e-06	2.188e-07	1.489e-07	6.312e-07	2075.0	1.363	2.9	13070.0	0.7455	0.02169	1.45e-07	3.929e-10	3.929e-10	35.48	6.976e-05	5.353e-07	9.018e-07	1.53e-07	2.846e-08	1.37	7.813e-22	0.005556	2.879e-05	2871.0	0.0753
120.0	1.189e-06	3.143e-05	0.001396	5.705e-13	3.89e-05	1.279e-11	8.659e-15	2.291e-17	2.291e-17	0.1196	9.933e-06	3.856e-05	1.023e-13	4.7e-13	1.137e-05	6.194e-10	5.2e-06	0.01884	1.661e-09	5.811e-07	5.612e-09	1.645e-08	1.448e-09	4.078e-12	1.504e-15	1.531e-11	4.589e-09	2.123e-18	0.09984	6.47e-06	2812.0	0.04166	19.04	2.97e-06	1.809e-08	0.001266	0.1885	1.33e-09	0.04996	2.946e-05	0.0001673	3.412e-05	3.242e-14	2.269e-09	6.449e-08	731.2	0.02645	0.0001464	1.154e-08	2.078e-09	4.027e-06	0.0338	19.89	1.123e-06	0.0002268	1.123e-06	1.17e-08	0.0002268	8.571e-06	4.648e-09	3.881e-12	709.4	0.02979	1.948e-06	1.46e-10	2.176e-10	148.3	0.02266	0.01731	3.073e-06	1.496e-12	5.724e-05	3.162e-06	1.225e-11	3.242e-14	2.431e-05	0.0001442	1.109e-07	386.7	0.0574	8.052e-05	20.0	1.347e-06	7.604e-08	0.231	6.873e-09	2.134e-11	5.361e-06	2.48e-13	0.01289	8.575e-07	1.226e-06	0.003488	133800.0	2.415	0.1772	0.03225	0.0001646	39.6	5.169e-10	0.02601	2.453e-05	0.102	3.412e-05	133800.0	8.198e-16	4.629e-08	2.269e-09	1.022e-21	2.204e-09	0.1058	3.518e-10	2832.0	0.02878	1562.0	58.55	1.219e-05	0.1196	60.56	0.04124	0.2014	8.087e-35	5.541e-08	3.916e-11	0.007789	1.378e-06	7.423e-10	88.64	3.529e-15	9.149e-10	0.0	3.916e-11	3.301e-12	2.333e-15	3.74e-12	0.003474	3.691e-32	1.764e-14	6.176e-16	138.7	260.6	0.001448	251.1	659.8	2.697e-12	6.984e-22	6.308	0.2623	2.744	3.099e-40	2.491e-17	5.747e-22	0.0005377	7.355e-05	0.0001044	2.057e-06	2.427e-07	1.616e-07	7.204e-07	2140.0	1.811	3.647	14110.0	0.8127	0.0262	1.273e-07	8.999e-10	8.999e-10	32.56	4.616e-05	4.206e-07	7.213e-07	1.343e-07	2.499e-08	1.242	2.761e-20	0.005084	1.982e-05	3056.0	0.09074
121.0	1.15e-06	2.862e-05	0.001088	3.377e-13	3.503e-05	1.192e-11	6.743e-15	1.736e-17	1.736e-17	0.12	7.974e-06	3.048e-05	8.085e-14	3.58e-13	9.629e-06	1.368e-09	1.01e-05	0.01767	1.749e-09	4.751e-07	4.495e-09	1.64e-08	1.524e-09	3.224e-12	1.184e-15	1.545e-11	3.675e-09	2.26e-18	0.1015	5.568e-06	2698.0	0.03488	21.13	3.7e-06	2.162e-08	0.001225	0.1509	7.975e-10	0.04517	2.653e-05	0.0001507	3.078e-05	3.15e-14	1.785e-09	6.205e-08	695.6	0.01783	0.0001149	9.655e-09	1.39e-09	8.351e-06	0.06165	18.1	1.147e-06	0.0001799	1.147e-06	1.146e-08	0.0001799	6.661e-06	3.565e-09	2.965e-12	675.8	0.02014	7.886e-06	2.324e-10	1.715e-10	154.4	0.02048	0.01996	2.767e-06	1.133e-12	4.95e-05	2.161e-06	1.223e-11	3.15e-14	2.024e-05	0.0001185	6.44e-07	803.3	0.06799	7.163e-05	18.4	1.227e-06	6.737e-08	0.2082	7.378e-09	2.259e-11	3.751e-06	1.525e-13	0.01196	6.934e-07	1.715e-06	0.002448	110500.0	2.919	0.1602	0.03719	0.0001482	36.27	4.073e-10	0.02367	2.121e-05	0.07065	3.078e-05	110500.0	4.833e-16	3.151e-08	1.785e-09	7.969e-22	1.349e-09	0.07329	2.052e-10	2721.0	0.01916	1651.0	59.4	7.93e-06	0.1108	118.7	0.0274	0.1629	6.411e-35	6.62e-08	3.649e-11	0.01083	1.508e-06	9.823e-10	93.52	2.495e-15	6.634e-10	0.0	3.649e-11	9.122e-12	5.028e-15	6.276e-12	0.008916	2.581e-32	8.277e-15	4.083e-16	149.8	276.8	0.001724	263.9	625.2	1.992e-11	2.847e-20	8.963	0.423	3.356	3.318e-38	8.004e-17	7.455e-21	0.0004935	6.751e-05	9.578e-05	2.257e-06	2.568e-07	1.675e-07	7.819e-07	2148.0	2.296	4.403	15120.0	0.8827	0.03094	1.124e-07	1.844e-09	1.844e-09	30.01	3.082e-05	3.303e-07	5.752e-07	1.186e-07	2.208e-08	1.106	6.874e-19	0.004568	1.362e-05	3230.0	0.1081
122.0	1.055e-06	2.478e-05	0.0008567	1.754e-13	3.168e-05	1.114e-11	5.323e-15	1.331e-17	1.331e-17	0.1074	6.449e-06	2.431e-05	6.112e-14	2.613e-13	7.368e-06	2.364e-09	1.633e-05	0.01494	1.595e-09	3.538e-07	3.099e-09	1.47e-08	1.39e-09	2.074e-12	8.476e-16	1.277e-11	2.534e-09	2.126e-18	0.09194	4.322e-06	2592.0	0.02954	23.33	4.406e-06	2.333e-08	0.001191	0.1223	4.44e-10	0.03672	2.4e-05	0.0001363	2.789e-05	2.789e-14	1.424e-09	5.305e-08	626.4	0.01163	9.103e-05	8.154e-09	9.503e-10	1.432e-05	0.09897	15.66	1.07e-06	0.0001371	1.07e-06	9.69e-09	0.0001371	4.698e-06	2.346e-09	2.171e-12	609.5	0.01317	2.479e-05	3.126e-10	1.263e-10	154.9	0.01665	0.02082	2.503e-06	7.57e-13	3.936e-05	1.35e-06	1.115e-11	2.789e-14	1.692e-05	9.805e-05	2.978e-06	1451.0	0.07287	5.415e-05	16.1	1.062e-06	5.667e-08	0.1686	6.96e-09	2.23e-11	2.682e-06	9.196e-14	0.01115	5.694e-07	2.16e-06	0.001672	92280.0	3.377	0.1302	0.0388	0.0001341	31.6	3e-10	0.02095	1.687e-05	0.04728	2.789e-05	92320.0	2.794e-16	2.189e-08	1.424e-09	6.28e-22	8.112e-10	0.0491	1.162e-10	2618.0	0.01303	1741.0	60.14	5.295e-06	0.1033	204.2	0.01852	0.1335	4.606e-35	7.144e-08	3.411e-11	0.01327	1.611e-06	1.123e-09	92.93	1.607e-15	4.674e-10	0.0	3.411e-11	1.976e-11	9.433e-15	8.815e-12	0.01976	1.83e-32	3.846e-15	2.466e-16	161.0	292.8	0.002029	275.5	592.5	1.199e-10	7.983e-19	12.38	0.6551	4.051	2.227e-36	2.313e-16	7.477e-20	0.000409	5.597e-05	7.938e-05	2.211e-06	2.437e-07	1.559e-07	7.594e-07	2036.0	2.703	4.955	16080.0	0.955	0.03499	9.979e-08	3.247e-09	3.247e-09	27.78	2.007e-05	2.507e-07	4.426e-07	1.053e-07	1.961e-08	0.9377	1.223e-17	0.003907	9.055e-06	3392.0	0.1272
123.0	9.046e-07	2.012e-05	0.000681	7.673e-14	2.877e-05	1.043e-11	4.25e-15	1.032e-17	1.032e-17	0.08374	5.253e-06	1.955e-05	4.358e-14	1.802e-13	4.958e-06	3.105e-09	2.164e-05	0.01109	1.218e-09	2.333e-07	1.766e-09	1.154e-08	1.062e-09	1.03e-12	5.366e-16	8.262e-12	1.444e-09	1.726e-18	0.07233	2.945e-06	2492.0	0.02525	25.62	4.98e-06	2.232e-08	0.001162	0.1002	2.229e-10	0.02616	2.179e-05	0.0001237	2.535e-05	2.208e-14	1.15e-09	3.936e-08	527.2	0.007232	7.276e-05	6.944e-09	6.62e-10	2.001e-05	0.1395	12.7	8.934e-07	9.875e-05	8.934e-07	6.849e-09	9.875e-05	2.926e-06	1.274e-09	1.502e-12	513.6	0.008198	6.016e-05	3.494e-10	8.499e-11	148.6	0.01186	0.0193	2.272e-06	4.318e-13	2.822e-05	7.491e-07	9.095e-12	2.208e-14	1.419e-05	8.173e-05	1.108e-05	2277.0	0.0693	3.348e-05	13.22	8.622e-07	4.466e-08	0.1197	5.646e-09	2.032e-11	1.955e-06	5.345e-14	0.01044	4.735e-07	2.436e-06	0.001093	77830.0	3.713	0.09277	0.03595	0.0001217	25.83	2.019e-10	0.01789	1.209e-05	0.03011	2.535e-05	77870.0	1.558e-16	1.549e-08	1.15e-09	4.996e-22	4.71e-10	0.03132	6.289e-11	2520.0	0.009027	1829.0	60.77	3.617e-06	0.0969	307.5	0.01272	0.1106	2.919e-35	6.836e-08	3.194e-11	0.01411	1.688e-06	1.087e-09	85.88	9.176e-16	3.148e-10	0.0	3.194e-11	3.293e-11	1.539e-14	1.021e-11	0.03779	1.315e-32	1.74e-15	1.323e-16	172.1	308.3	0.00236	285.5	561.4	6.039e-10	1.621e-17	16.64	0.9775	4.823	9.992e-35	6.085e-16	6.003e-19	0.0002981	4.08e-05	5.783e-05	1.886e-06	2.02e-07	1.269e-07	6.429e-07	1800.0	2.928	5.14	16990.0	1.029	0.03767	8.901e-08	4.86e-09	4.86e-09	25.79	1.255e-05	1.811e-07	3.238e-07	9.392e-08	1.749e-08	0.7465	1.593e-16	0.003138	5.734e-06	3538.0	0.148
124.0	7.209e-07	1.52e-05	0.0005459	2.77e-14	2.619e-05	9.779e-12	3.425e-15	8.076e-18	8.076e-18	0.05614	4.305e-06	1.584e-05	2.909e-14	1.166e-13	2.896e-06	3.078e-09	2.344e-05	0.007131	7.705e-10	1.342e-07	8.157e-10	7.828e-09	6.717e-10	3.851e-13	2.963e-16	4.111e-12	6.67e-10	1.197e-18	0.04888	1.74e-06	2396.0	0.02174	27.97	5.347e-06	1.886e-08	0.001135	0.08268	9.939e-11	0.01612	1.983e-05	0.0001126	2.31e-05	1.558e-14	9.376e-10	2.511e-08	412.3	0.004258	5.862e-05	5.958e-09	4.688e-10	2.274e-05	0.1732	9.593	6.637e-07	6.675e-05	6.637e-07	4.004e-09	6.675e-05	1.587e-06	5.594e-10	9.742e-13	402.0	0.00482	0.0001134	3.24e-10	5.189e-11	136.5	0.007311	0.01581	2.068e-06	2.077e-13	1.813e-05	3.646e-07	6.606e-12	1.558e-14	1.195e-05	6.856e-05	3.368e-05	3120.0	0.05824	1.664e-05	10.11	6.516e-07	3.277e-08	0.07344	3.907e-09	1.702e-11	1.447e-06	2.967e-14	0.009796	3.976e-07	2.466e-06	0.0006787	66180.0	3.885	0.05718	0.02946	0.0001108	19.67	1.232e-10	0.01473	7.771e-06	0.0181	2.31e-05	66220.0	8.305e-17	1.113e-08	9.376e-10	4.009e-22	2.617e-10	0.01886	3.224e-11	2426.0	0.006361	1915.0	61.27	2.52e-06	0.09118	406.8	0.008853	0.0925	1.609e-35	5.776e-08	2.995e-11	0.01303	1.741e-06	8.84e-10	73.38	4.579e-16	2.011e-10	0.0	2.995e-11	4.228e-11	2.192e-14	9.718e-12	0.0627	9.558e-33	7.589e-16	6.216e-17	182.9	322.8	0.002712	293.6	531.5	2.615e-09	2.498e-16	21.8	1.41	5.661	3.178e-33	1.474e-15	3.986e-18	0.0001884	2.58e-05	3.655e-05	1.384e-06	1.444e-07	8.922e-08	4.685e-07	1475.0	2.908	4.892	17860.0	1.104	0.03865	7.973e-08	6.198e-09	6.198e-09	24.01	7.468e-06	1.236e-07	2.235e-07	8.414e-08	1.567e-08	0.5544	1.556e-15	0.002352	3.432e-06	3669.0	0.1701
125.0	5.141e-07	1.03e-05	0.0004408	7.408e-15	2.388e-05	9.173e-12	2.78e-15	6.374e-18	6.374e-18	0.0301	3.547e-06	1.292e-05	1.752e-14	6.812e-14	1.363e-06	2.085e-09	1.947e-05	0.003691	3.714e-10	6.258e-08	2.735e-10	4.265e-09	3.238e-10	9.366e-14	1.326e-16	1.399e-12	2.236e-10	6.604e-19	0.02642	8.289e-07	2302.0	0.01883	30.35	5.404e-06	1.345e-08	0.00111	0.06868	3.665e-11	0.007991	1.809e-05	0.0001027	2.109e-05	9.348e-15	7.71e-10	1.288e-08	288.7	0.002294	4.756e-05	5.146e-09	3.368e-10	1.971e-05	0.1841	6.501	4.188e-07	4.074e-05	4.189e-07	1.784e-09	4.074e-05	6.968e-07	1.781e-10	5.707e-13	281.8	0.002574	0.0001568	2.339e-10	2.751e-11	118.7	0.003624	0.01096	1.886e-06	7.782e-14	9.972e-06	1.444e-07	4.078e-12	9.348e-15	1.01e-05	5.782e-05	8.216e-05	3633.0	0.04131	5.953e-06	6.934	4.413e-07	2.158e-08	0.03624	2.158e-09	1.264e-11	1.085e-06	1.517e-14	0.009201	3.363e-07	2.184e-06	0.0003863	56650.0	3.83	0.02834	0.02041	0.000101	13.44	6.534e-11	0.01156	4.274e-06	0.009887	2.109e-05	56680.0	4.086e-17	8.114e-09	7.71e-10	3.241e-22	1.342e-10	0.01032	1.505e-11	2335.0	0.004547	1996.0	61.65	1.786e-06	0.08598	459.8	0.006239	0.0779	7.167e-36	4.12e-08	2.809e-11	0.01002	1.771e-06	5.644e-10	55.9	1.852e-16	1.176e-10	0.0	2.809e-11	3.894e-11	2.655e-14	7.132e-12	0.08786	7.02e-33	3.076e-16	2.372e-17	193.2	336.2	0.003079	299.4	502.8	9.958e-09	3.047e-15	27.89	1.97	6.549	7.55e-32	3.321e-15	2.252e-17	9.608e-05	1.316e-05	1.864e-05	8.121e-07	8.279e-08	5.034e-08	2.734e-07	1080.0	2.558	4.123	18680.0	1.18	0.03744	7.168e-08	6.47e-09	6.47e-09	22.4	4.087e-06	7.703e-08	1.408e-07	7.565e-08	1.41e-08	0.37	1.127e-14	0.001585	1.87e-06	3782.0	0.1931
126.0	3.199e-07	6.091e-06	0.0003583	1.373e-15	2.18e-05	8.604e-12	2.27e-15	5.067e-18	5.067e-18	0.01228	2.937e-06	1.059e-05	9.267e-15	3.5e-14	4.915e-07	9.031e-10	1.19e-05	0.001465	1.317e-10	2.249e-08	6.18e-11	1.777e-09	1.148e-10	1.342e-14	4.575e-17	3.063e-13	5.053e-11	2.769e-19	0.01089	3.032e-07	2210.0	0.01639	32.74	5.208e-06	8.005e-09	0.001084	0.05732	1.071e-11	0.003029	1.651e-05	9.377e-05	1.928e-05	4.714e-15	6.383e-10	5.108e-09	176.6	0.001113	3.882e-05	4.47e-09	2.45e-10	1.249e-05	0.1645	3.852	2.217e-07	2.186e-05	2.217e-07	5.83e-10	2.186e-05	2.351e-07	3.811e-11	2.94e-13	172.5	0.001215	0.0001532	1.273e-10	1.262e-11	99.14	0.001374	0.006338	1.722e-06	2.206e-14	4.631e-06	4.423e-08	2.112e-12	4.714e-15	8.553e-06	4.901e-05	0.0001594	3533.0	0.02445	1.424e-06	4.16	2.61e-07	1.243e-08	0.01367	9.168e-10	8.145e-12	8.215e-07	7.016e-15	0.008638	2.859e-07	1.677e-06	0.0001983	48750.0	3.604	0.01074	0.01181	9.223e-05	8.032	2.996e-11	0.008763	1.985e-06	0.004774	1.928e-05	48780.0	1.824e-17	5.984e-09	6.383e-10	2.637e-22	6.236e-11	0.005	6.224e-12	2245.0	0.003291	2071.0	61.91	1.285e-06	0.08113	436.1	0.004443	0.06597	2.45e-36	2.452e-08	2.635e-11	0.006362	1.781e-06	2.705e-10	37.03	5.768e-17	6.194e-11	0.0	2.635e-11	2.5e-11	2.687e-14	3.866e-12	0.1023	5.202e-33	1.138e-16	6.981e-18	202.7	348.0	0.003454	302.6	474.9	3.397e-08	3.043e-14	34.87	2.674	7.465	1.398e-30	7.017e-15	1.108e-16	3.763e-05	5.155e-06	7.297e-06	3.635e-07	3.627e-08	2.172e-08	1.218e-07	690.1	1.948	3.004	19470.0	1.256	0.0347	6.466e-08	5.487e-09	5.487e-09	20.92	2.022e-06	4.311e-08	7.961e-08	6.824e-08	1.272e-08	0.2163	6.029e-14	0.0009364	9.033e-07	3878.0	0.2166
127.0	1.754e-07	3.178e-06	0.0002929	1.862e-16	1.991e-05	8.066e-12	1.861e-15	4.054e-18	4.054e-18	0.003894	2.443e-06	8.731e-06	4.349e-15	1.597e-14	1.385e-07	2.614e-10	5.527e-06	0.0004576	3.674e-11	6.391e-09	9.751e-12	5.816e-10	3.203e-11	1.188e-15	1.249e-17	4.664e-14	7.972e-12	9.065e-20	0.003518	8.741e-08	2118.0	0.01431	35.11	4.987e-06	4.185e-09	0.001057	0.048	2.588e-12	0.0008969	1.508e-05	8.563e-05	1.765e-05	2.103e-15	5.314e-10	1.642e-09	95.36	0.0005031	3.186e-05	3.902e-09	1.801e-10	5.939e-06	0.1256	2.016	1.036e-07	1.041e-05	1.036e-07	1.487e-10	1.041e-05	6.213e-08	5.651e-12	1.345e-13	93.24	0.0005115	0.0001092	5.484e-11	5.391e-12	82.78	0.0004067	0.003225	1.572e-06	5.15e-15	1.911e-06	1.069e-08	9.653e-13	2.103e-15	7.266e-06	4.172e-05	0.0002516	2919.0	0.01272	2.352e-07	2.204	1.362e-07	6.331e-09	0.004022	3.141e-10	4.601e-12	6.271e-07	3.032e-15	0.0081	2.439e-07	1.16e-06	9.489e-05	42130.0	3.372	0.003181	0.006009	8.423e-05	4.238	1.28e-11	0.00667	8.188e-07	0.002055	1.765e-05	42170.0	7.629e-18	4.459e-09	5.314e-10	2.158e-22	2.714e-11	0.002163	2.299e-12	2156.0	0.002408	2140.0	62.05	9.365e-07	0.07654	352.8	0.003193	0.05611	6.553e-37	1.282e-08	2.47e-11	0.003516	1.774e-06	1.002e-10	21.58	1.41e-17	3.036e-11	0.0	2.47e-11	1.199e-11	2.311e-14	1.589e-12	0.1006	3.886e-33	3.963e-17	1.615e-18	211.4	358.1	0.003828	303.0	447.9	1.054e-07	2.558e-13	42.66	3.532	8.384	2.087e-29	1.4e-14	4.843e-16	1.162e-05	1.593e-06	2.253e-06	1.275e-07	1.247e-08	7.357e-09	4.254e-08	388.6	1.3	1.914	20210.0	1.332	0.03207	5.85e-08	3.999e-09	3.999e-09	19.56	9.352e-07	2.241e-08	4.182e-08	6.174e-08	1.151e-08	0.1119	2.448e-13	0.0004896	3.907e-07	3954.0	0.2401
128.0	9.097e-08	1.57e-06	0.0002406	2.383e-17	1.818e-05	7.556e-12	1.53e-15	3.262e-18	3.262e-18	0.001108	2.039e-06	7.228e-06	1.943e-15	6.944e-15	3.516e-08	6.427e-11	2.309e-06	0.0001325	9.926e-12	1.689e-09	1.358e-12	1.76e-10	8.653e-12	8.848e-17	3.177e-18	6.534e-15	1.11e-12	2.734e-20	0.00105	2.339e-08	2028.0	0.01252	37.44	4.964e-06	2.16e-09	0.00103	0.04029	6.194e-13	0.0002398	1.377e-05	7.821e-05	1.617e-05	9.325e-16	4.445e-10	5.137e-10	48.83	0.0002363	2.627e-05	3.422e-09	1.336e-10	2.459e-06	0.08832	1.0	4.798e-08	4.714e-06	4.798e-08	3.571e-11	4.714e-06	1.483e-08	7.212e-13	5.862e-14	47.76	0.0002059	6.611e-05	2.255e-11	2.503e-12	72.24	0.0001088	0.001621	1.436e-06	1.241e-15	7.857e-07	2.352e-09	4.372e-13	9.325e-16	6.187e-06	3.565e-05	0.0003508	2211.0	0.006536	3.329e-08	1.108	6.729e-08	3.061e-09	0.001065	1.043e-10	2.451e-12	4.817e-07	1.365e-15	0.00758	2.084e-07	8.1e-07	4.721e-05	36540.0	3.282	0.0008505	0.003021	7.692e-05	2.119	5.946e-12	0.005327	3.367e-07	0.000846	1.617e-05	36580.0	3.334e-18	3.352e-09	4.445e-10	1.775e-22	1.233e-11	0.0008988	8.136e-13	2068.0	0.001777	2200.0	62.09	6.898e-07	0.07215	262.6	0.002314	0.04787	1.582e-37	6.614e-09	2.314e-11	0.001905	1.752e-06	3.389e-11	11.88	3.115e-18	1.545e-11	0.0	2.314e-11	5.211e-12	1.823e-14	5.755e-13	0.09034	2.923e-33	1.449e-17	3.382e-19	218.9	366.2	0.004194	300.7	421.7	3.012e-07	1.851e-12	51.13	4.55	9.282	2.586e-28	2.656e-14	1.908e-15	3.332e-06	4.569e-07	6.458e-07	4.126e-08	3.963e-09	2.304e-09	1.372e-08	207.2	0.8177	1.147	20930.0	1.406	0.0309	5.305e-08	2.825e-09	2.825e-09	18.29	4.507e-07	1.208e-08	2.278e-08	5.599e-08	1.044e-08	0.05497	8.23e-13	0.0002432	1.626e-07	4012.0	0.2631
