Cell_Number	
53	1.3831E+04	1.2477E+12	6.3470E+05	1.0234E-01	1.3940E-03	1.6784E-03	1.3940E-03	1.3940E-03	1.3940E-03	4.8202E-03	7.3432E+10	1.3940E-03	2.4961E+02	7.2895E+10	0.0000E+00	3.2454E+03	1.3940E-03	1.3940E-03	1.5920E+03	1.3940E-03	9.6211E+04	2.6379E-02	1.3940E-03	5.8740E+02	2.3716E-03	1.1402E+04
54	1.5940E+04	1.2195E+12	5.8923E+05	8.6061E-02	1.3583E-03	1.7342E-03	1.3583E-03	1.3583E-03	1.3583E-03	5.5564E-03	7.0977E+10	1.3583E-03	2.9873E+02	6.7915E+10	0.0000E+00	2.7571E+03	1.3583E-03	1.3583E-03	1.5619E+03	1.3583E-03	8.5155E+04	2.9588E-02	1.3583E-03	6.5906E+02	2.6081E-03	1.3421E+04
55	1.8447E+04	1.1913E+12	5.5162E+05	7.3570E-02	1.3229E-03	1.7881E-03	1.3229E-03	1.3229E-03	1.3229E-03	6.4277E-03	6.8487E+10	1.3229E-03	3.5911E+02	6.3107E+10	0.0000E+00	2.3540E+03	1.3229E-03	1.3229E-03	1.5298E+03	1.3229E-03	7.5823E+04	3.3515E-02	1.3229E-03	7.3895E+02	2.8737E-03	1.5819E+04
56	2.1425E+04	1.1626E+12	5.1812E+05	6.3332E-02	1.2870E-03	1.8453E-03	1.3892E-03	1.2870E-03	1.2870E-03	7.4606E-03	6.5963E+10	1.2870E-03	4.3322E+02	5.8503E+10	0.0000E+00	2.0120E+03	1.2870E-03	1.2870E-03	1.4911E+03	1.2870E-03	6.7643E+04	3.8178E-02	1.2870E-03	8.2863E+02	3.1737E-03	1.8672E+04
57	2.4978E+04	1.1329E+12	4.8682E+05	5.4655E-02	1.2505E-03	1.9025E-03	1.6453E-03	1.2505E-03	1.2505E-03	8.6919E-03	6.3416E+10	1.2505E-03	5.2412E+02	5.4166E+10	0.0000E+00	1.7209E+03	1.2505E-03	1.2505E-03	1.4448E+03	1.2505E-03	6.0376E+04	4.3645E-02	1.2505E-03	9.3099E+02	3.5188E-03	2.2078E+04
58	2.9253E+04	1.1022E+12	4.5783E+05	4.7435E-02	1.2133E-03	1.9561E-03	1.9542E-03	1.2133E-03	1.2133E-03	1.0172E-02	6.0870E+10	1.2133E-03	6.3575E+02	5.0183E+10	0.0000E+00	1.4794E+03	1.2133E-03	1.2133E-03	1.3931E+03	1.2133E-03	5.4060E+04	5.0146E-02	1.2133E-03	1.0510E+03	3.9276E-03	2.6173E+04
59	3.4444E+04	1.0706E+12	4.3156E+05	4.1630E-02	1.1756E-03	2.0009E-03	2.3276E-03	1.1756E-03	1.1756E-03	1.1969E-02	5.8345E+10	1.1756E-03	7.7312E+02	4.6632E+10	0.0000E+00	1.2859E+03	1.1756E-03	1.1756E-03	1.3395E+03	1.1756E-03	4.8744E+04	5.8029E-02	1.1756E-03	1.1963E+03	4.4276E-03	3.1135E+04
60	4.0792E+04	1.0377E+12	4.0721E+05	3.6937E-02	1.1371E-03	2.0357E-03	2.7827E-03	1.1371E-03	1.1371E-03	1.4168E-02	5.5836E+10	1.1371E-03	9.4242E+02	4.3562E+10	0.0000E+00	1.1343E+03	1.1371E-03	1.1371E-03	1.2865E+03	1.1371E-03	4.4324E+04	6.7613E-02	1.1371E-03	1.3771E+03	5.0567E-03	3.7186E+04
61	4.8590E+04	1.0031E+12	3.8320E+05	3.2974E-02	1.0974E-03	2.0485E-03	3.3420E-03	1.0974E-03	1.0974E-03	1.6875E-02	5.3321E+10	1.0974E-03	1.1512E+03	4.0989E+10	0.0000E+00	1.0161E+03	1.0974E-03	1.0974E-03	1.2354E+03	1.0974E-03	4.0603E+04	7.9102E-02	1.0974E-03	1.6075E+03	5.8653E-03	4.4596E+04
62	5.8197E+04	9.6658E+11	3.5837E+05	2.9461E-02	1.0563E-03	2.0446E-03	4.0337E-03	1.0563E-03	1.0563E-03	2.0224E-02	5.0783E+10	1.0563E-03	1.4088E+03	3.8899E+10	0.0000E+00	9.2439E+02	1.0563E-03	1.0563E-03	1.1873E+03	1.0563E-03	3.7410E+04	9.2659E-02	1.0563E-03	1.9062E+03	6.9203E-03	5.3695E+04
